Video Title,Channel,Comment Author,Comment,Likes
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Patricia Hernandez,Its pretty good..but i didnt like the powdery look on me. But overall it does cover.??,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,cheska elaina tabaco,Hi!! just wanted to ask if the foundation broke you out? hope you reply! ??,1
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Sarah Hanisah,What shade you are using in this video?,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Sarah Hanisah,Did it heal our skin when wearing it?,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Fitri Yani,Saya dari Indonesia,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,M Suzann,"Am going to try it, thanks for sharing",0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,HB.,you are so beautiful ! ???? your face shape is perfect too. ??,1
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Adellisa R.,"Thank you so much for the real close up! I find it really hard to see how foundation in particular look, because of all the softfilters on other Videos so I‘m really grateful that you showed it so nicely. It also looks so so nice on you!!????",22
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,kimiskind1,Beautiful,1
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Tasmiya Banu,Will u plzz provide a link to buy this powder foundation,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Norbi,Stop animal testing,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Essence,I ordered 3 when it launched. I&#39;m so happy with the results !,1
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,gmarz134,Thank you for sharing ??,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Tiffany Thomas,I&#39;m still waiting to try this cause it&#39;s out everywhere!,1
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Cynthia Sicurella,This is looking beautiful! I&#39;m on it tommorow!???????? Tfs.....,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Crystal Lopez,Hi zoey! Do you still use the estee lauder foundation?,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Tamara D,Very nice,1
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Christy Newberry,Would’ve been nice to see you try it another day with testing the concealer underneath and then applying the foundation to see how it works. Just a thought since you mentioned it and it would also show how you could wear less and see how it wears. ????,10
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Moeva????,Wich shade &amp; wich no,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Emily Hudak,Anyone know a cruelty-free dupe for this?,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Alina Maratovna,Thanks for your video ?? from Kazakhstan,1
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Big Fart,Can u do a <b>favorites</b> foundation video ^.^,2
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Dalia hernandez,You’re beautiful ! I just found your channel and subscribed immediately ?? btw what blush are you using? It looks great!,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,beautiful life,Without used filters ur amazing darling honest review clapping ???????????????? for you ?? salute,2
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Lulu,I think it will look extra Flawless with a lightweight foundation ????<br>Good review ??????,2
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Roxy Aria55,En conclucion no entendi nada??,1
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,kero Jiminie,What is your mac shade?? ??,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Elma,"Girlll you are sooo prettyyy?? love your nailssss, love yaaa??????",1
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,kevin mayers,Can anyone recommend a match for maybelline superstay golden caramel 332.Its currently not available in my country so no testers and I&#39;m ordering online.Any suggestions appreciated.Thanks guys,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Raheel Khan,Test foundation esadora cover up,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Susan Scoville,Fantastic review!,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Nikki Bhagat,Nothing is like Mac,1
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,elizabeth long,"I love your little swoopy side burns, they are so cute. I wish mine did that.",0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,IH19,"Did you find pregnancy helped your skin? If so, how long did it last good. Love the review.",0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Jeny Clv,"??was waiting for your review, now I really want this powder foundation ????....Hope I can find it lol??",0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Kash here,Do you have oily skin? Is it good for oily skins?,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Pao,Your skin looks SOO Flawless ??and your makeup turned out sooo pretty!! ??,4
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Jasmine Beautyxoxo,It looks amazing on your skin!! I’ve been trying to get a hold of this but it’s sold out everywhere ??,3
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,FlushingsFinest1,"Ulta prices their drugstore brands higher, because of those $3.50 coupons. I really hate that about them!",6
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,xxsweeetpeaxx,I appreciate how you go super close up to give us a more realistic view. Some reviews don&#39;t do that and make all foundations look flawless on the skin. You show us that foundations can cover acne spots but still peak through up close,125
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Life with Marissa,Very beautiful I love these videos..,1
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Breanna Beltran,i’m such a huge fan! you’re beautiful as always girl ??? much love from san antonio texas!,7
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Melanie Gorniak,"Glad you didn’t have issues with your concealer going on over the powder I put concealer on first if using powder foundation, it really does look really nice on your skin I’m going to try and get my hands on this one for sure.",3
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Kat,I love the close ups! I can actually see more realistically how it sits on the skin since a lot of times makeup on camera is deceiving vs in person ?? might have to try this!,39
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Yesenia Villa,I love the close ups!! Very helpful,9
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Nancy,Hi zoey?? ive been watching you for a year now and let me tell you what worked for my skin..i do have combination to oily skin..i used the aha bha peel by the ordinary (ONLY use nomore than twice a week) after i used Hyaluronic acid + b5 and the natural moisturizing factor also by the ordinary. For face wash I used the clearisil 5in1 (its the orange one) after the 6 week horrendous purge I incorporated panoxyl 10% benzoyl peroxide foam wash and the niacinimide + zinc also by the ordinary ?? Hope this helps,2
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Fakie,Loved this ! And ur so beautiful ??,1
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Aisha Sultan,Hey ! I am a big fan of yours ??? lots of love from Pakistan <br>Love you zoey ?????? and you are so beautiful dear!,0
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Brittany,I&#39;m so mad I didn&#39;t order it when I seen it in stock in Amazon ??. But I&#39;m loving the recent consistency.,23
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Monican709,Yay!! Im so loving your uploading more!! Your my fav!! You look so pretty and always love your makeup look!! ??,1
FULL COVERAGE FRIDAY: *DRUGSTORE* L'OREAL INFALLIBLE 24 HR FRESHWEAR FOUNDATION IN A POWDER,Zoey Henao,Magnolia,Your so pretty ??,8
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Dianne Boudreau,It looks lovely on you,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Lucy,"I think you used too much of it, you dont need to use a lot to get coverage.",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Jess Marie,I just ordered this and I wish I saw your video beforehand because I got the ivory shade and its going to be way too pink for me ?? oh well,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Tina Philip,"Congratulations, finally a real women, it&#39;s always frustrated me when watching reviews and all the girls use filters, so you never reply know how it looks... Correction not all the lasses but a substantial amount. Thrive and keep it up your gorgeous and YoU rock gf. Oh and heads up yes yes yes use the Damp beauty blender. You&#39;ll love the result. I read it on the L&#39;Oreal site .Its What they suggested to do for a much nicer coverage. Hugs from Melbourne Australia ??",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Daniel Dalton,"Some spray, bronzer, blush and highlight and a shave and you&#39;d look fabulous. The powder made your skin look 100% better. You should always use it.",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Karen Holland,Oh I hated this foundation. I’m 46 and it was way too drying and then the whole palette cracked and broke within a week of owning it.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Zoey Lenhart,"your foundation reviews are always one of my fave videos that you make ?????? we have very similar skin types, i usually find that if you like it so does my skin !! lol",1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Toni,“Planning to go to the doctor but then it stops hurting” - Me too,3
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,The Lupus Lady Sick NOT Broken Beauty,"For my dry skin and clients, I mix glow drops or oil (depending on skin and SPF being used) in with the SPF! Then a dewy primer, using the sponge works or a brush if you&#39;re seeing it settle in areas. After concealing, bronze, blush, and so on... Set that face with a dewy fixing spray! Girl it&#39;s beautiful! For my oily clients, I use a gripping primer after SPF in those areas where they know they get crazy oily. Then I still use some type of fixing spray. It just melts in. <br>One thing I have noticed and love; cream and even liquid products jive with it! Rare for a powder foundation; but most work. I&#39;m just extra careful to see how high the oil content is in that product. <br>All in all I&#39;ve used this on everyone from brides to prom gals and it&#39;s quick so I pick it up for myself often. <br>Now I&#39;m trying a few other new ones. But so far I&#39;m very pleased with this one. <br>You be careful when you&#39;re eyes get that way! Could have very easily been a stye or pink eye. <br>Anything you used on or near that eye would need tossed if it can&#39;t be sanitized. Hopefully you&#39;re feeling better. <br>Next time try a warm compress a few times a day. If not better in two days or gets worse, go get it looked at. ??????",1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Honest AF,What is wrong with your face dear? You look more and more like Jaclyn Hill.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Beth Jones,I saw this trend and just got thrown back to the OG Australis pressed powder ????? i remember smothering my face in it in highschool!,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,tyler davies,MaxFactor was the old product my great grandmother used... the I Love Lucy era!,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Timothy Sherrey Ehler,"This foundation looked fabulous on you! I am going to try it out also! Canadian hugs, Sweetie, Sherrey??????",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,rdr2 pro,Fucking ugly,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Jen Zaragoza,I’m personally not into the glowy skin because I have super oily skin. So I absolutely love how this Mayte foundation looks on you!! You look amazing you convinced me I was thinking about buying this powder foundation! You convinced me you are the only one who can do that. I trust your reviews!,4
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Laura Davy,I use this on top of my foundation and it looks so flawless and beautiful but if I just use it on my bare skin it looks nice from far away but up close u can see all my imperfections poking through xx,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Ines Markovi?,"I use it like any setting powder after foundation with brush setting whole face and it works nice, its similar to mac studio fix",1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Sam H,Always wait for you to try thing! Really trust your judgment ??,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,hadassah beloved,Are you going to see Wilkinson and Sub Focus while they are in NZ ? I would if I was there.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Anita Lekawska,Omg with out makeup you look awful ????????,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,chriggle1,"Real techniques do a powder sponge, I wonder how it would apply with that. I am tempted, but at 44 I worry about it settling into my lines.",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Myia1999,Where did you buy this in NZ?! Xx,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Anna Smith,"I think you have shingles on your eye. Also I&#39;ve been using this powder for years, and it looks better as the day goes on. Tip for sponge, regularly wash using soap and water, sponge is really strong and won&#39;t deteriorate at all.",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Antonella Innocca,????,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Nargis Shabnam,In india i think it is NOt available i check it but i didn&#39;t get on Amazon can u help me please,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Jaci Carlaw,"I love this foundation! I love a glowier look but as a dentist who goes through 10-20 masks a day, this is the only thing that has ever lasted a whole day, everything else has come off in the first few masks no matter what I do. I apply my sunscreen, apply the powder with an xo powder brush (can be built up in coverage even with a brush) and glow setter setting spray, best combo!",3
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Najah Masri,"I used to use this to set my sheer foundation, it was nice to use because it added extra coverage, I never liked it on its own since my skin is on the dry side and I don’t always prime",1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Melissa Benner,You look absolutely angelic in this video Shan ???,4
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Christa Shaw,I WANT THOSE HAIR CLIPS,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Morgan Owings,i’m really curious on how this looks with a brush. i use powder foundation everyday but i always use a brush,9
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,gotixa,U switch on your jaw.. Not your cleavage,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,RazDelCerro,Love you?,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Jayne kittycat,Your rash was probably from eyeshadow that didn&#39;t agree with you. Love your accent.??,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Natasha Graves,That eye looked painful ?? wow that powder looks great ??????,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Mr D,Thanks foundation did not work for me. The fallout from the pan was unreal,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,jessicalovesasmr,"I use mac powder foundation daily I just spot conceal underneath and use a tacky primer and it works like a dream, I do think powder foundation is a bit of a marmite product!",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Liesl De Jager,I trust you Shannon and love your honesty. I can&#39;t wait for 11 May!!!!!!!,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Uhapi Beauty,"You have your fps or frames per second setting too low. Once adjusted, it should be fine. :)",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Ana Davies,deffo thought rocio already had foundation on in that tiktok omg,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Suriya McLean,You look gorgeous shan X,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,amb_makeup,You do know the Max studio fix powder you use to set with is a powder foundation right?! ??,3
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Alexandra Alexandridou,"Hey! I want to ask you what brush, sponge would you use to apply it apart from the one given :)",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,lynn Bailey,My fave foundation is the liquid version of this. Loreal is currently on 3 for 2 most places in the UK at the mo though so I might try this one. X,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Danielle Lawton,"Shan back at again talking about something like shaving so casually and reducing my anxiety around my insecurities. My friends laugh (in a supportive way) when I say I shave my face, not &#39;dermablade&#39; it cause I also have ridiculous amount of peach buzz and really blonde hairs on my face. AND I honestly never try viral tiktok hacks until Shan does cause she gives the most honest and real reviews &lt;3",10
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Rebecca Jackson,"Yes a proper review, hate seeing tiktoks of these great foundations but they have the beauty filter on",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Loz M,This reminds me of Benefit’s Hello Flawless matte powder (discontinued). Does anyone else remember this?,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Angie Cats,Yeah nah I don’t really like it lol. Maybe as a setting powder it would be amazing but not as a foundation ????,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Tropical LadyJ,Ya can you do a video with a wet sponge for application? Please :),1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Sammy Farbrother,Seems like you ended up using alot of product for the same results as other liquid foundations where you use 2 pumps. Dont think its for me.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Maria Simonsen,"I would always prefere a foundation that dosn&#39;t look the best to begin with, but then looks better and better as the day goes on, than the other way around ????",53
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Sabrina Leach,Your gran probably used the Max Factor pancake foundation,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,DeAndra Staley,Please do a UPDATED VIDEO USING ALL THE OTHER PRODUCTS AND THE SPONGE ???,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Stephanie Berry,I would love for you to do my make up,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Jessica Densford,Works better with a brush my favorite cuz I have oily skin then set with spray,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,outlaw2630,I know you don&#39;t use filters which I appreciate but that powder foundation looks really good on you.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Tarot Destiny,"I think it looked very flattering on the skin, especially the primed side! ??",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Penny Henry,I use a brush and it’s is amazing foundation. I have oily skin and it gets a bit of a glow. Not transfer proof with mask. Comes off my chin.,6
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,mollycatrin,i am pale and have dark hair and i have sideburns like that and i shave them often so i relate to feeling like u have a beard ??,5
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Jessie Bialek,"I was so excited to try this, but it made me break out!! AKA rash on the face kind of like your poor eye. Guess I&#39;ll be sticking with my studio fix. Such a shame too, because it did look great and it&#39;s so affordable. xx",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Alicia Gaines,"<a href=""https://www.youtube.com/watch?v=FBnL8bhxoog&amp;t=6m12s"">6:12</a> in she tries the makeup. Your welcome",0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Janelle Gumina,Hmmmmmm.....??????,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Michelle Huff,I use this for a setting powder not as a foundation.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,NatashaDawn82,I want to try this! A powder foundation would be so easy to carry along with you for touch ups on the go. I haven&#39;t tried one in years but the convenience factor is appealing to me. Looks quick to apply too!,5
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Meagan Dixon,It dried my face out. But I will try again.,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,DJas118,What happened to your eye? ??,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Ashley Tappin,I shave my peach fuzz cuz I look like Santa Claus if I wear makeup without shaving. ??,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Alyssa Griffin,Thank you for the honest review of this. Like these people on TikTok are out here acting like they have never applied a powder foundation with a sponge before.,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Kristy Maree,I swear this has been out for ages? Maybe I&#39;m thinking of a different one ??,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Mel Fryer,I’m a hairy beast so might avoid this powder. Such a great review,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Barwry Officials,She started service watching online you merry dear girl lord,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Jodie653,"Most people aren&#39;t bothered about the fluffy hairs on their face. No one is ever going to be close enough to see it anyway. <br>I prefer to apply powder foundation with a damp sponge. It stops it from being too dry and makes it blend easier. Powder foundation is great for when you want to get ready quickly and don&#39;t want to apply foundation, concealer and setting powder as separate steps.",2
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Nikky Marak,??????????,0
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Hope Alexia Yiasoumi,I’ve been getting into powder foundation recently so next time I go shopping I’ll definitely pick one up. I normally use a hydrating and sticky primer under my powder and sometimes concealer if I feel like I need it,1
trying the VIRAL tiktok foundation... ?? L'Oreal Infallible 24 Hour Foundation Powder,Shaaanxo,Lala ???,ppl on tik tok always like everything or is that just my fyp? ??,0
